Protein,Gene_x,Protein_Description,chart,b_LnLM1,t12_LnLM1,b_LnLM2,t12_LnLM2,b_CFit,t12_CFit
O43306,ADCY6,Adenylate cyclase type 6,1,0.20809010514580537,3.3309953881481693,0.20809010514580537,3.3309953881481693,0.2229270059605586,3.109301080742907
P51828,ADCY7,Adenylate cyclase type 7,1,0.27771117877638835,2.495928264803715,0.2777111787763884,2.4959282648037147,0.3833532942902901,1.8081158839216005
P40145,ADCY8,Adenylate cyclase type 8,1,0.15451549102369874,4.485939733082388,0.15451549102369871,4.485939733082389,0.14946326508016985,4.637575528596619
O60503,ADCY9,Adenylate cyclase type 9,1,0.18334556798631282,3.780550510016639,0.18334556798631282,3.780550510016639,0.19201581835869297,3.6098441601572615
P41586,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,1,0.21238366240742984,3.263655841993319,0.2123836624074298,3.2636558419933195,0.24635519683728238,2.8136089250748344
P35611,ADD1,Alpha-adducin,1,0.1876994829950513,3.6928560990134436,0.1876994829950513,3.6928560990134436,0.20076646623226896,3.4525047612186173
P35612,ADD2,Beta-adducin,1,0.18921444305835175,3.6632889612247306,0.18921444305835175,3.6632889612247306,0.19560477936752105,3.543610656146565
Q9UEY8,ADD3,Gamma-adducin,1,0.25839873314616085,2.68247128041403,0.25839873314616085,2.68247128041403,0.2763943188392889,2.507819927235841
Q86SQ6,ADGRA1,Adhesion G protein-coupled receptor A1,1,0.14214581313937602,4.876310918002941,0.14214581313937602,4.876310918002941,0.13869649603429463,4.997582493998659
Q96PE1,ADGRA2,Adhesion G protein-coupled receptor A2,0,,,,,,
Q8IWK6,ADGRA3,Adhesion G protein-coupled receptor A3,1,0.1679267144556104,4.127676664234214,0.16792671445561044,4.127676664234213,0.1894264210671084,3.6591895505135628
O14514,ADGRB1,Adhesion G protein-coupled receptor B1,0,,,,,,
O60242,ADGRB3,Adhesion G protein-coupled receptor B3,1,0.4658467742364206,1.4879295487150204,0.4658467742364206,1.4879295487150204,0.572215210152426,1.2113400137953438
Q9Y653,ADGRG1,Adhesion G-protein coupled receptor G1,1,0.24258413541840415,2.8573475316694523,0.24258413541840415,2.8573475316694523,0.3176489131759705,2.1821172741616057
Q8IZP9,ADGRG2,Adhesion G-protein coupled receptor G2,1,0.233858854554895,2.963955253604644,0.233858854554895,2.963955253604644,0.2414164629794888,2.8711678234588187
O94910,ADGRL1,Adhesion G protein-coupled receptor L1,1,0.3119960544457205,2.2216536737663635,0.3119960544457205,2.2216536737663635,0.4372228134686896,1.5853408358564138
O95490,ADGRL2,Adhesion G protein-coupled receptor L2,1,0.31275595109310356,2.216255767915361,0.31275595109310356,2.216255767915361,0.4286795027259338,1.6169356737429377
Q9HAR2,ADGRL3,Adhesion G protein-coupled receptor L3,1,0.25114930787822737,2.759900819221153,0.25114930787822737,2.759900819221153,0.45777970668649265,1.514150082311627
P00326,ADH1C,Alcohol dehydrogenase 1C,1,0.21876490616613264,3.1684569189244693,0.21876490616613264,3.1684569189244693,0.20137494110303403,3.4420726668532935
P08319,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,1,0.28787505348844633,2.4078056509601806,0.28787505348844633,2.4078056509601806,0.3843206232636529,1.803564884636519
P11766,ADH5,Alcohol dehydrogenase class-3,1,0.08864740980645293,7.819147587880102,0.08864740980645293,7.819147587880102,0.09510103357450558,7.288534672095953
Q9BV57,ADI1,Acireductone dioxygenase,1,0.30805959911959213,2.2500424675643944,0.3080595991195922,2.2500424675643944,0.35825529143283946,1.934785604387609
P55263,ADK,Adenosine kinase,1,0.11204421962702159,6.186371620663059,0.11204421962702159,6.186371620663059,0.11224818601092648,6.175130353487163
Q9H2P0,ADNP,Activity-dependent neuroprotector homeobox protein,1,0.29204880962798285,2.3733949864164448,0.29204880962798285,2.3733949864164448,0.3398420314954493,2.0396158106453264
Q6IQ32,ADNP2,Activity-dependent neuroprotector homeobox protein 2,1,0.2847616834349698,2.4341307868347295,0.2847616834349698,2.4341307868347295,0.3488740919224046,1.986811851635325
Q96SZ5,ADO,2-aminoethanethiol dioxygenase,1,0.2037382682008001,3.4021452458641406,0.2037382682008001,3.4021452458641406,0.21759141921777492,3.1855446462537826
Q9BRR6,ADPGK,ADP-dependent glucokinase,1,0.0908296596365272,7.631286777179508,0.0908296596365272,7.631286777179508,0.09316312139843037,7.440145522771455
P54922,ADPRH,ADP-ribosylhydrolase ARH1,0,,,,,,
Q8NDY3,ADPRHL1,Inactive ADP-ribosyltransferase ARH2,1,0.04399394142151907,15.755514467746718,0.043993941421519064,15.75551446774672,0.04516594637227138,15.346676782698557
Q3LIE5,ADPRM,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,0,,,,,,
Q9NX46,ADPRS,ADP-ribosylhydrolase ARH3,1,0.14277257765302456,4.854904155645896,0.14277257765302456,4.854904155645896,0.15326353666628573,4.522583751079659
P13945,ADRB3,Beta-3 adrenergic receptor,0,,,,,,
Q16186,ADRM1,Proteasomal ubiquitin receptor ADRM1,1,0.1352808443303586,5.123764447147193,0.1352808443303586,5.123764447147193,0.1394600148755993,4.9702216164127355
P30566,ADSL,Adenylosuccinate lyase,1,0.09149581118315751,7.575725834840616,0.09149581118315751,7.575725834840616,0.09767657193907486,7.096350402144451
Q8N142,ADSS1,Adenylosuccinate synthetase isozyme 1,1,0.12951574629761967,5.351837134668809,0.12951574629761967,5.351837134668809,0.1299661639615511,5.333289522686877
P30520,ADSS2,Adenylosuccinate synthetase isozyme 2,1,0.16450721655575765,4.213475828429763,0.16450721655575765,4.213475828429763,0.17201002184507888,4.029690672234374
Q6ZN18,AEBP2,Zinc finger protein AEBP2,1,0.2295487809914153,3.0196073251457074,0.2295487809914153,3.0196073251457074,0.28146648733012514,2.462627743483259
Q8N556,AFAP1,Actin filament-associated protein 1,1,0.25643595670776015,2.7030030790489747,0.2564359567077602,2.7030030790489743,0.3015141135483318,2.298888010258385
P55196,AFDN,Afadin,1,0.19768080614489042,3.506395962650527,0.1976808061448904,3.5063959626505277,0.20716881998878986,3.3458084116975337
P51825,AFF1,AF4/FMR2 family member 1,1,0.12122079413186676,5.718055103697175,0.12122079413186675,5.718055103697176,0.11869343105280317,5.8398108000735505
P51816,AFF2,AF4/FMR2 family member 2,0,,,,,,
P51826,AFF3,AF4/FMR2 family member 3,0,,,,,,
Q9UHB7,AFF4,AF4/FMR2 family member 4,1,0.23844468593307128,2.9069516808376425,0.23844468593307128,2.9069516808376425,0.3075641869708052,2.2536667464009414
Q8WV93,AFG1L,AFG1-like ATPase,1,0.1174606952824066,5.901098907114725,0.1174606952824066,5.901098907114725,0.12105599514789712,5.725839349906711
Q9Y4W6,AFG3L2,AFG3-like protein 2,1,0.09592567598796976,7.22587746628832,0.09592567598796976,7.22587746628832,0.09782172752140128,7.085820278611412
Q6ULP2,AFTPH,Aftiphilin,1,0.40508049562100595,1.71113442402928,0.40508049562100595,1.71113442402928,0.4888137594256368,1.4180189636527483
P20933,AGA,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,1,0.09526872156979416,7.27570570003024,0.09526872156979417,7.275705700030239,0.1007547933788487,6.879545452032624
Q9UPQ3,AGAP1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",1,0.20623946221844344,3.3608853179891534,0.20623946221844344,3.3608853179891534,0.22025092149130063,3.1470795938863887
Q99490,AGAP2,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",1,0.3059268260517154,2.265728669517763,0.3059268260517154,2.265728669517763,0.29627201785972135,2.3395634375708614
Q96P47,AGAP3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",1,0.1899417719324482,3.6492614210551824,0.1899417719324482,3.6492614210551824,0.19156274000463797,3.6183820535411186
Q8NDL9,AGBL5,Cytosolic carboxypeptidase-like protein 5,0,,,,,,
P52594,AGFG1,Arf-GAP domain and FG repeat-containing protein 1,1,0.20844543247663164,3.325317193686422,0.20844543247663164,3.325317193686422,0.20742207464333381,3.3417233038085508
Q53H12,AGK,"Acylglycerol kinase, mitochondrial",1,0.09439389502394233,7.34313570156347,0.09439389502394233,7.34313570156347,0.1101899322081808,6.290476513320553
P35573,AGL,Glycogen debranching enzyme,1,0.22154258703622798,3.12873109334323,0.22154258703622792,3.128731093343231,0.26262647164807534,2.639289086930948
Q9UL18,AGO1,Protein argonaute-1,1,0.05161246098653531,13.429841695414872,0.05161246098653531,13.429841695414872,0.05241025001036655,13.225412594346398
Q9UKV8,AGO2,Protein argonaute-2,1,0.13642129375700648,5.080931000365519,0.1364212937570065,5.080931000365518,0.19746149472685776,3.5102903556906315
Q9H9G7,AGO3,Protein argonaute-3,1,0.08622356820792637,8.038952631703145,0.08622356820792637,8.038952631703145,0.08824424828687277,7.854870929452497
Q9HCK5,AGO4,Protein argonaute-4,1,0.3858383380179787,1.7964704703026353,0.3858383380179786,1.7964704703026355,0.6654729587532712,1.0415857946482459
O00116,AGPS,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",1,0.1904071396506273,3.640342383335948,0.1904071396506273,3.640342383335948,0.19110906496706967,3.6269717539530775
O00468,AGRN,Agrin,1,0.12376433635411033,5.600540519012974,0.12376433635411033,5.600540519012974,0.1465009839850053,4.731348293407302
Q9UPW5,AGTPBP1,Cytosolic carboxypeptidase 1,1,0.30165649142898515,2.2978029654738044,0.30165649142898515,2.2978029654738044,0.37434812537634404,1.8516111970992306
Q6RW13,AGTRAP,Type-1 angiotensin II receptor-associated protein,1,0.17384945212988426,3.9870541555810584,0.17384945212988426,3.9870541555810584,0.17085754918981944,4.056871843513758
Q9BYV1,AGXT2,"Alanine--glyoxylate aminotransferase 2, mitochondrial",0,,,,,,
Q8WYP5,AHCTF1,Protein ELYS,1,0.18468808121279745,3.753069369762425,0.18468808121279748,3.7530693697624242,0.19084219165333266,3.632043703517387
P23526,AHCY,Adenosylhomocysteinase,1,0.06630918013247905,10.453261210214139,0.06630918013247905,10.453261210214139,0.06652711239081963,10.419017986050388
O43865,AHCYL1,S-adenosylhomocysteine hydrolase-like protein 1,1,0.21842848872967432,3.173336887468831,0.21842848872967432,3.173336887468831,0.23521442880078078,2.946873557433924
Q96HN2,AHCYL2,Adenosylhomocysteinase 3,1,0.2139223363193618,3.2401814251184837,0.2139223363193618,3.2401814251184837,0.22303306441556575,3.107822521186548
Q5TGY3,AHDC1,Transcription factor Gibbin,1,0.4250505072995039,1.6307407441147508,0.4250505072995039,1.6307407441147508,0.8622247393195406,0.8039054656526909
Q8N157,AHI1,Jouberin,0,,,,,,
Q09666,AHNAK,Neuroblast differentiation-associated protein AHNAK,1,0.312321458204074,2.2193389610362155,0.31232145820407403,2.219338961036215,0.29114129484689716,2.380793081670024
Q8IVF2,AHNAK2,Protein AHNAK2,1,0.41383852365505003,1.6749218377207182,0.41383852365505003,1.6749218377207182,0.49577132413464475,1.3981187430915143
O95433,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,1,0.2128325202805078,3.2567728824824096,0.2128325202805078,3.2567728824824096,0.22551594157135527,3.073606130592002
Q96BJ3,AIDA,"Axin interactor, dorsalization-associated protein",1,0.11199054508728976,6.189336608904615,0.11199054508728976,6.189336608904615,0.11730561387846028,5.908900330022665
Q9BQI0,AIF1L,Allograft inflammatory factor 1-like,1,0.09655534276026496,7.178755320468847,0.09655534276026498,7.178755320468846,0.09837767580726729,7.045777152917263
O95831,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",1,0.07142284942254659,9.70483796381742,0.07142284942254659,9.70483796381742,0.0727002324975328,9.534318622481274
Q9BRQ8,AIFM2,Ferroptosis suppressor protein 1,1,0.3572494640714857,1.9402329471969377,0.3572494640714857,1.9402329471969377,0.3779274281321908,1.8340748222103038
Q9NVV5,AIG1,Androgen-induced gene 1 protein,1,0.1576633911645704,4.396373663157051,0.1576633911645704,4.396373663157051,0.1633718016973534,4.242758991199729
Q12904,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,1,0.12479866393613498,5.554123407239836,0.12479866393613498,5.554123407239836,0.13062435734973973,5.306416005585243
Q13155,AIMP2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,1,0.14469537514426897,4.790389325635603,0.14469537514426895,4.790389325635604,0.15320696991284435,4.524253569888233
O00170,AIP,AH receptor-interacting protein,1,0.2041840687612009,3.394717250789045,0.2041840687612009,3.394717250789045,0.2079227739670433,3.3336760920177615
C9J069,AJM1,Apical junction component 1 homolog,0,,,,,,
P00568,AK1,Adenylate kinase isoenzyme 1,1,0.14497500686003895,4.781149493092419,0.14497500686003895,4.781149493092419,0.14660927531478973,4.727853534994055
P54819,AK2,"Adenylate kinase 2, mitochondrial",1,0.06849055821698563,10.120331891061227,0.06849055821698562,10.12033189106123,0.06940591915830775,9.986859751528511
Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",1,0.07831036293799579,8.851282953557016,0.07831036293799579,8.851282953557016,0.07840537601199007,8.840556806384633
P27144,AK4,"Adenylate kinase 4, mitochondrial",1,0.019189655825280844,36.1208761048637,0.019189655825280844,36.1208761048637,0.019184905113145034,36.129820630961454
Q9Y6K8,AK5,Adenylate kinase isoenzyme 5,1,0.4175879617889658,1.6598830521609658,0.4175879617889658,1.6598830521609658,0.431489046814892,1.6064073599933215
Q9Y3D8,AK6,Adenylate kinase isoenzyme 6,1,0.26048461047785004,2.6609909095527398,0.26048461047785004,2.6609909095527398,0.2952867538568231,2.3473697059097827
Q92667,AKAP1,"A-kinase anchor protein 1, mitochondrial",1,0.2762993465372075,2.508681939523167,0.2762993465372075,2.508681939523167,0.3306993964829588,2.0960037663560227
O43572,AKAP10,"A-kinase anchor protein 10, mitochondrial",1,0.17962477380987113,3.858861814315359,0.17962477380987113,3.858861814315359,0.1928887973016879,3.5935066746039577
Q9UKA4,AKAP11,A-kinase anchor protein 11,1,0.2549956790339688,2.718270298484583,0.2549956790339688,2.718270298484583,0.3495944308275873,1.9827180281993424
Q02952,AKAP12,A-kinase anchor protein 12,1,0.2903913041311119,2.386941932141979,0.2903913041311119,2.386941932141979,0.3108624519283825,2.229755238241622
Q12802,AKAP13,A-kinase anchor protein 13,1,0.2621546182827921,2.644039556122684,0.2621546182827921,2.644039556122684,0.2675378832057779,2.5908375002982593
Q02040,AKAP17A,A-kinase anchor protein 17A,1,0.13801507741396243,5.022256941398653,0.13801507741396243,5.022256941398653,0.14730143677796328,4.7056376076274775
Q9Y2D5,AKAP2,A-kinase anchor protein 2,1,0.334704073237994,2.070925441254124,0.334704073237994,2.070925441254124,0.36595075169584856,1.8940996222793345
P24588,AKAP5,A-kinase anchor protein 5,1,0.16445011990468833,4.214938736205715,0.16445011990468833,4.214938736205715,0.1932359796899205,3.5870503084995664
Q13023,AKAP6,A-kinase anchor protein 6,1,0.48324395176711227,1.4343628679164324,0.4832439517671123,1.4343628679164322,1.7433172298274127,0.3976024378698801
Q9P0M2,AKAP7,A-kinase anchor protein 7 isoform gamma,1,0.1568798093475095,4.418332629564412,0.1568798093475095,4.418332629564412,0.1622148063523195,4.273020423638005
O43823,AKAP8,A-kinase anchor protein 8,1,0.2083706755980415,3.3265102134480014,0.2083706755980415,3.3265102134480014,0.21044765576764904,3.2936797420316
Q9ULX6,AKAP8L,A-kinase anchor protein 8-like,1,0.27212026699856406,2.547208953619037,0.27212026699856406,2.547208953619037,0.2967838332106774,2.3355287687382287
Q99996,AKAP9,A-kinase anchor protein 9,1,0.39521901372626367,1.7538305508753493,0.39521901372626367,1.7538305508753493,0.42043466117045364,1.6486442355401518
P14550,AKR1A1,Aldo-keto reductase family 1 member A1,1,0.09974572540516599,6.949141707520692,0.09974572540516598,6.949141707520694,0.09879153534302806,7.016260838068473
P15121,AKR1B1,Aldo-keto reductase family 1 member B1,1,0.10362360412842664,6.6890858158232795,0.10362360412842664,6.6890858158232795,0.10743978960789212,6.45149420982326
Q04828,AKR1C1,Aldo-keto reductase family 1 member C1,1,0.16280280225611168,4.257587528926728,0.16280280225611168,4.257587528926728,0.16697056209646186,4.151313691808151
P52895,AKR1C2,Aldo-keto reductase family 1 member C2,1,0.17728262854790472,3.9098426407449467,0.17728262854790472,3.9098426407449467,0.18720992413821932,3.7025130144713185
P51857,AKR1D1,Aldo-keto reductase family 1 member D1,1,0.16081914266825184,4.3101036920077,0.16081914266825184,4.3101036920077,0.15608214173807994,4.440912796565218
O43488,AKR7A2,Aflatoxin B1 aldehyde reductase member 2,1,0.07700024521275138,9.001882768616936,0.07700024521275138,9.001882768616936,0.07718980488127372,8.979776301107131
P31749,AKT1,RAC-alpha serine/threonine-protein kinase,1,0.19345104155379128,3.5830625412642596,0.19345104155379128,3.5830625412642596,0.20085819965352522,3.450927976829449
Q96B36,AKT1S1,Proline-rich AKT1 substrate 1,1,0.1919145268784923,3.611749416962066,0.1919145268784923,3.611749416962066,0.18263719602654874,3.795213656582787
P31751,AKT2,RAC-beta serine/threonine-protein kinase,1,0.20658109579579784,3.3553272524273487,0.20658109579579784,3.3553272524273487,0.21915606309580934,3.1628017530909895
Q9Y243,AKT3,RAC-gamma serine/threonine-protein kinase,1,0.23314158152140602,2.973074026678092,0.23314158152140604,2.9730740266780917,0.23536654472928428,2.9449690114506066
Q9H8T0,AKTIP,AKT-interacting protein,1,0.1909453844751164,3.6300808341888713,0.1909453844751164,3.6300808341888713,0.19194793852879483,3.611120733427224
P13716,ALAD,Delta-aminolevulinic acid dehydratase,1,0.09790537181748575,7.079766591889396,0.09790537181748574,7.079766591889398,0.09719081258073509,7.131817937875119
Q13740,ALCAM,CD166 antigen,1,0.2964830915064321,2.3378978444877276,0.2964830915064321,2.3378978444877276,0.32904459422826493,2.1065448049242073
Q8IZ83,ALDH16A1,Aldehyde dehydrogenase family 16 member A1,1,0.05331663436763062,13.000580190049767,0.05331663436763062,13.000580190049767,0.05484007663346073,12.639427643268842
P54886,ALDH18A1,Delta-1-pyrroline-5-carboxylate synthase,1,0.08553011999143026,8.104129640288072,0.08553011999143026,8.104129640288072,0.08784388741689643,7.890670608307131
P00352,ALDH1A1,Aldehyde dehydrogenase 1A1,1,0.07526614113117597,9.209282821500159,0.07526614113117597,9.209282821500159,0.07853718474344314,8.82571972530266
