,gene,UniProtID,pDesc,pLength,pMass,subLoc,abundanceLevel,avgCopyN
197,ADH1C,P00326,Alcohol dehydrogese 1C,375,39868,Cytoplasm,Medium,
198,ADH5,P11766,Alcohol dehydrogese class-3,374,39724,Cytoplasm,High,317805.249766535
199,ADH7,P40394,All-trans-retinol dehydrogenase [NAD(+)] ADH7 (EC 1.1.1.105) (Alcohol dehydrogenase class 4 mu/sigma chain) (EC 1.1.1.1) (Alcohol dehydrogenase class IV mu/sigma chain) (Gastric alcohol dehydrogenase) (Omega-hydroxydecanoate dehydrogenase ADH7) (EC 1.1.1.66) (Retinol dehydrogenase),386,41481,Cytoplasm,High,
200,ADI1,Q9BV57,Acireductone dioxygese,179,21498,Cytoplasm; Nucleus; Cell membrane,Medium,
201,ADISSP,Q9GZN8,UPF0687 protein C20orf27,174,19291,Secreted,Medium,44037.381247627214
202,ADK,P55263,Adenosine kise,362,40545,[Isoform 1]: Nucleus.;[Isoform 2]: Cytoplasm,High,38729.9911720619
203,ADNP,Q9H2P0,Activity-dependent neuroprotector homeobox protein,1102,123563,Nucleus; Chromosome,Medium,30839.852821848566
204,ADNP2,Q6IQ32,Activity-dependent neuroprotector homeobox protein 2,1131,122833,Nucleus,Low  ,
205,ADO,Q96SZ5,2-aminoethanethiol dioxygese,270,29751,,High,91076.62191541783
206,ADPGK,Q9BRR6,ADP-dependent glucokise,497,54089,Secreted,Low,2814.9580569292366
207,ADPRHL1,Q8NDY3,Ictive ADP-ribosyltransferase ARH2,354,40105,"Cytoplasm, myofibril, sarcomere",Low  ,
208,ADPRM,Q3LIE5,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,342,39529,,Very Low,
209,ADPRS,Q9NX46,ADP-ribosylhydrolase ARH3,363,38947,Nucleus; Cytoplasm; Chromosome; Mitochondrion matrix,Medium,23959.569014768567
210,ADRM1,Q16186,Proteasomal ubiquitin receptor ADRM1,407,42153,Cytoplasm; Nucleus,High,165017.33786783507
211,ADSL,P30566,Adenylosuccite lyase,484,54889,,High,58258.90555572905
212,ADSS1,Q8N142,Adenylosuccite synthetase isozyme 1,457,50208,Cytoplasm,Medium,
213,ADSS2,P30520,Adenylosuccite synthetase isozyme 2,456,50097,Cytoplasm; Mitochondrion,High,72471.48610727221
214,AEBP2,Q6ZN18,Zinc finger protein AEBP2,517,54467,Nucleus,Very Low,
215,AFAP1,Q8N556,Actin filament-associated protein 1,730,80725,"Cytoplasm, cytoskeleton, stress fiber",Medium,16590.00071484435
216,AFDN,P55196,Afadin,1824,206804,"Cell junction, adherens junction",High,49158.77382238355
217,AFF1,P51825,AF4/FMR2 family member 1,1210,131422,Nucleus,Medium,
218,AFF2,P51816,AF4/FMR2 family member 2,1311,144771,Nucleus speckle,Very Low,
219,AFF4,Q9UHB7,AF4/FMR2 family member 4,1163,127459,Nucleus,Very Low,543.778330059936
220,AFG1L,Q8WV93,AFG1-like ATPase,481,54845,Mitochondrion membrane,Medium,
221,AFG2A,Q8NB90,Ribosome biogenesis protein SPATA5,893,97904,"Cytoplasm; Mitochondrion; Cytoplasm, cytoskeleton, spindle",High,
222,AFG2B,Q9BVQ7,Ribosome biogenesis protein SPATA5L1,753,80710,"Cytoplasm; Cytoplasm, cytoskeleton, spindle; Nucleus",Very Low,193.200068325401
223,AFG3L2,Q9Y4W6,AFG3-like protein 2,797,88584,Mitochondrion; Mitochondrion inner membrane,High,60126.11853321562
224,AFTPH,Q6ULP2,Aftiphilin,936,102113,"Cytoplasm; Cytoplasm, perinuclear region; Cytoplasmic vesicle, clathrin-coated vesicle",Low,771.7466567971935
225,AGA,P20933,N(4)-(beta-N-acetylglucosaminyl)-L-asparagise,346,37208,Lysosome,High,
226,AGAP1,Q9UPQ3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",857,94470,Cytoplasm,Medium,22450.4907679851
227,AGAP2,Q99490,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2",1192,124674,[Isoform 1]: Cytoplasm; Nucleus.;[Isoform 2]: Cytoplasm,High,
228,AGAP3,Q96P47,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",875,95044,Cytoplasm,Medium,19433.179465313566
229,AGBL5,Q8NDL9,Cytosolic carboxypeptidase-like protein 5,886,97534,"Cytoplasm, cytosol; Nucleus; Cytoplasm, cytoskeleton, spindle; Midbody",Low  ,
230,AGFG1,P52594,Arf-GAP domain and FG repeat-containing protein 1,562,58260,Nucleus; Cytoplasmic vesicle,Medium,39372.14554973105
231,AGK,Q53H12,"Acylglycerol kise, mitochondrial",422,47137,Mitochondrion inner membrane; Mitochondrion intermembrane space,Medium,27939.80812275828
232,AGL,P35573,Glycogen debranching enzyme,1532,174764,Cytoplasm,Low,6361.065537249093
233,AGO1,Q9UL18,Protein argoute-1,857,97214,"Cytoplasm, P-body",Medium,24175.05935948775
234,AGO2,Q9UKV8,Protein argoute-2,859,97208,"Cytoplasm, P-body; Nucleus",Medium,22875.39356246539
235,AGO3,Q9H9G7,Protein argoute-3,860,97360,"Cytoplasm, P-body",Very Low,208.63828599425358
236,AGO4,Q9HCK5,Protein argoute-4,861,97097,"Cytoplasm, P-body",Low  ,
237,AGPAT1,Q99943,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 1) (1-AGP acyltransferase 1) (1-AGPAT 1) (Lysophosphatidic acid acyltransferase alpha) (LPAAT-alpha) (Protein G15),283,31717,Endoplasmic reticulum membrane,Medium,24653.72798888282
238,AGPAT3,Q9NRZ7,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 3) (1-AGP acyltransferase 3) (1-AGPAT 3) (Lysophosphatidic acid acyltransferase gamma) (LPAAT-gamma),376,43381,Endoplasmic reticulum membrane; Nucleus envelope,Low  ,1383.336684611294
239,AGPAT4,Q9NRZ5,1-acyl-sn-glycerol-3-phosphate acyltransferase delta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 4) (1-AGP acyltransferase 4) (1-AGPAT 4) (Lysophosphatidic acid acyltransferase delta) (LPAAT-delta),378,44021,Endoplasmic reticulum membrane,Medium,19750.223461984748
240,AGPAT5,Q9NUQ2,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon),364,42072,Endoplasmic reticulum membrane; Nucleus envelope; Mitochondrion,Medium,9976.692821220795
241,AGPS,O00116,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",658,72912,Peroxisome membrane; Peroxisome,High,74111.06852464179
242,AGRN,O00468,Agrin,2068,217320,"[Isoform 1]: Secreted, extracellular space, extracellular matrix.;[Isoform 2]: Synapse; Cell membrane",High,40587.25912741878
243,AGTPBP1,Q9UPW5,Cytosolic carboxypeptidase 1,1226,138448,"Cytoplasm; Cytoplasm, cytosol; Nucleus; Mitochondrion",Low,4873.710168934274
244,AGXT2,Q9BYV1,"Alanine--glyoxylate aminotransferase 2, mitochondrial",514,57156,Mitochondrion,Very Low,
245,AHCTF1,Q8WYP5,Protein ELYS,2266,252498,"Cytoplasm; Nucleus; Nucleus envelope; Nucleus matrix; Chromosome, centromere, kinetochore; Nucleus, nucleoplasm; Nucleus, nuclear pore complex",Low,2072.90325740575
246,AHCY,P23526,Adenosylhomocysteise,432,47716,Cytoplasm; Melanosome; Nucleus; Endoplasmic reticulum,High,688183.2243749865
247,AHCYL1,O43865,S-adenosylhomocysteine hydrolase-like protein 1,530,58951,"Endoplasmic reticulum; Cytoplasm, cytosol; Apical cell membrane; Microsome",Medium,8552.361048847059
248,AHCYL2,Q96HN2,Adenosylhomocysteise 3,611,66721,Cytoplasm; Microsome,Medium,41214.1737179532
249,AHDC1,Q5TGY3,Transcription factor Gibbin,1603,168349,Nucleus; Chromosome,Low  ,1066.951201677128
250,AHI1,Q8N157,Jouberin,1196,137115,"Cytoplasm, cytoskeleton, cilium basal body; Cell junction, adherens junction; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole",Very Low,
251,AHNAK,Q09666,Neuroblast differentiation-associated protein AHK,5890,629101,Nucleus,Medium,
252,AHNAK2,Q8IVF2,Protein AHK2,5795,616629,Nucleus,High,
253,AHSA1,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,338,38274,"Cytoplasm, cytosol; Endoplasmic reticulum",High,342540.58422103536
254,AIDA,Q96BJ3,"Axin interactor, dorsalization-associated protein",306,35023,,High,56639.399038298056
255,AIF1L,Q9BQI0,Allograft inflammatory factor 1-like,150,17068,"Cytoplasm, cytoskeleton; Cell projection, ruffle membrane",Medium,14658.535438962072
256,AIFM1,O95831,"Apoptosis-inducing factor 1, mitochondrial",613,66901,"Mitochondrion intermembrane space; Mitochondrion inner membrane; Cytoplasm; Nucleus; Cytoplasm, perinuclear region.;[Isoform 3]: Mitochondrion intermembrane space; Mitochondrion inner membrane.;[Isoform 4]: Mitochondrion; Cytoplasm, cytosol.;[Isoform 5]: Cytoplasm",High,95113.34008273236
257,AIFM2,Q9BRQ8,Ferroptosis suppressor protein 1,373,40527,Lipid droplet; Cell membrane; Cytoplasm; Mitochondrion membrane; Nucleus,Low  ,
258,AIG1,Q9NVV5,Androgen-induced gene 1 protein,238,27458,Cell membrane,Low  ,
259,AIMP1,Q12904,Aminoacyl tR synthase complex-interacting multifunctiol protein 1,312,34353,"Nucleus; Cytoplasm, cytosol; Secreted; Endoplasmic reticulum; Golgi apparatus",High,129249.11018230417
260,AIMP2,Q13155,Aminoacyl tR synthase complex-interacting multifunctiol protein 2,320,35349,"Cytoplasm, cytosol; Nucleus",Medium,38047.154326492084
261,AIP,O00170,AH receptor-interacting protein,330,37664,Cytoplasm,High,57924.72361668
262,AIRIM,Q9NX04,Ribosome biogenesis protein C1orf109,203,23373,Nucleus; Cytoplasm,Low  ,
263,AJM1,C9J069,Apical junction component 1 homolog,976,106650,"Apical cell membrane; Cell projection, cilium; Cell junction, adherens junction",Very Low,204.98730465401772
264,AK1,P00568,Adenylate kise isoenzyme 1,194,21635,Cytoplasm,High,528873.3956207697
265,AK2,P54819,"Adenylate kise 2, mitochondrial",239,26478,Mitochondrion intermembrane space,High,208999.5514413703
266,AK3,Q9UIJ7,"GTP:AMP phosphotransferase AK3, mitochondrial",227,25565,Mitochondrion matrix,High,176147.418587628
267,AK4,P27144,"Adenylate kise 4, mitochondrial",223,25268,Mitochondrion matrix,High,45225.02538115135
268,AK5,Q9Y6K8,Adenylate kise isoenzyme 5,562,63333,Cytoplasm,Medium,34465.1348290256
269,AK6,Q9Y3D8,Adenylate kise isoenzyme 6,172,20061,"Nucleus, nucleoplasm; Nucleus, Cajal body",Low  ,1481.7308207735136
270,AKAP1,Q92667,"A-kise anchor protein 1, mitochondrial",903,97342,Mitochondrion outer membrane; Mitochondrion,Low,4425.885387499029
271,AKAP10,O43572,"A-kise anchor protein 10, mitochondrial",662,73818,Mitochondrion; Membrane; Cytoplasm,Low  ,1062.1444438549108
272,AKAP11,Q9UKA4,A-kise anchor protein 11,1901,210512,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",Low  ,
273,AKAP12,Q02952,A-kise anchor protein 12,1782,191482,"Cytoplasm, cell cortex; Cytoplasm, cytoskeleton; Membrane",High,171608.2025687315
274,AKAP13,Q12802,A-kise anchor protein 13,2813,307550,"Cytoplasm, cytosol; Cytoplasm; Cytoplasm, cell cortex; Nucleus; Membrane",Very Low,279.54244819133174
275,AKAP17A,Q02040,A-kise anchor protein 17A,695,80735,Nucleus speckle,Medium,
276,AKAP2,Q9Y2D5,A-kise anchor protein 2,859,94661,,Low,2886.7594637967914
277,AKAP5,P24588,A-kise anchor protein 5,427,47088,Postsynaptic recycling endosome membrane,Low  ,
278,AKAP6,Q13023,A-kise anchor protein 6,2319,256720,Sarcoplasmic reticulum; Nucleus membrane,Medium,
279,AKAP7,Q9P0M2,A-kise anchor protein 7 isoform gamma,348,39518,Nucleus; Cytoplasm,Low  ,
280,AKAP8,O43823,A-kise anchor protein 8,692,76108,"Nucleus; Nucleus matrix; Nucleus, nucleolus; Cytoplasm",Low,6701.188037802268
281,AKAP8L,Q9ULX6,A-kise anchor protein 8-like,646,71640,"Nucleus; Nucleus matrix; Nucleus speckle; Nucleus, PML body; Cytoplasm",Low,8371.157665049343
282,AKAP9,Q99996,A-kise anchor protein 9,3907,452987,"Golgi apparatus; Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",Low,5184.7763279826495
283,AKR1A1,P14550,Aldo-keto reductase family 1 member A1,325,36573,"Cytoplasm, cytosol; Apical cell membrane",High,380237.34252615634
284,AKR1B1,P15121,Aldo-keto reductase family 1 member B1,316,35853,Cytoplasm,High,765282.3646683239
285,AKR1B10,O60218,Aldo-keto reductase family 1 member B10,316,36020,Lysosome; Secreted,Medium,8800.182527211282
286,AKR1C1,Q04828,Aldo-keto reductase family 1 member C1,323,36788,"Cytoplasm, cytosol",High,240394.6630253435
287,AKR1C2,P52895,Aldo-keto reductase family 1 member C2,323,36735,"Cytoplasm, cytosol",Low  ,693.7565615829278
288,AKR1D1,P51857,Aldo-keto reductase family 1 member D1 (EC 1.3.1.3) (3-oxo-5-beta-steroid 4-dehydrogenase) (Delta(4)-3-ketosteroid 5-beta-reductase) (Delta(4)-3-oxosteroid 5-beta-reductase),326,37377,Cytoplasm,Very Low,718.2001439378561
289,AKR7A2,O43488,Aflatoxin B1 aldehyde reductase member 2,359,39589,Mitochondrion; Golgi apparatus; Cytoplasm,High,107608.67910234956
290,AKT1,P31749,RAC-alpha serine/threonine-protein kise,480,55686,Cytoplasm; Nucleus; Cell membrane,Medium,32128.1036029933
291,AKT1S1,Q96B36,Proline-rich AKT1 substrate 1,256,27383,"Cytoplasm, cytosol",Low,3104.7749124492066
292,AKT2,P31751,RAC-beta serine/threonine-protein kise,481,55769,Cytoplasm; Nucleus; Cell membrane; Peripheral membrane protein; Early endosome,Low  ,1142.1296775376277
293,AKT3,Q9Y243,RAC-gamma serine/threonine-protein kise,479,55775,Nucleus; Cytoplasm; Membrane,Low,3381.9127203559265
294,AKTIP,Q9H8T0,AKT-interacting protein,292,33128,Cytoplasm; Cell membrane,Low,3079.8282451029118
295,ALAD,P13716,Delta-aminolevulinic acid dehydratase,330,36295,,Low,3771.050765156707
296,ALB,P02768,Albumin,609,69367,Secreted,High,43683.52559214231
297,ALCAM,Q13740,CD166 antigen,583,65102,"Cell membrane; Cell projection, axon; Cell projection, dendrite.;[Isoform 3]: Secreted",High,101425.49715456406
298,ALDH16A1,Q8IZ83,Aldehyde dehydrogese family 16 member A1,802,85127,,Medium,10969.328513441797
299,ALDH18A1,P54886,Delta-1-pyrroline-5-carboxylate synthase,795,87302,Mitochondrion inner membrane,High,64426.39848824867
300,ALDH1A1,P00352,Aldehyde dehydrogese 1A1,501,54862,"Cytoplasm, cytosol; Cell projection, axon",High,50071.90986974055
301,ALDH1A2,O94788,Retil dehydrogese 2,518,56724,Cytoplasm,High,76905.23370278378
302,ALDH1B1,P30837,"Aldehyde dehydrogese X, mitochondrial",517,57249,Mitochondrion matrix,High,80532.45532733676
303,ALDH1L1,O75891,Cytosolic 10-formyltetrahydrofolate dehydrogese,902,98829,"Cytoplasm, cytosol",High,
304,ALDH1L2,Q3SY69,Mitochondrial 10-formyltetrahydrofolate dehydrogese,923,101746,Mitochondrion,Low,3030.7090152392743
305,ALDH2,P05091,"Aldehyde dehydrogese, mitochondrial",517,56381,Mitochondrion matrix,High,290494.7384676845
306,ALDH3A1,P30838,"Aldehyde dehydrogese, dimeric DP-preferring",453,50395,Cytoplasm,Low  ,
307,ALDH3A2,P51648,Aldehyde dehydrogese family 3 member A2,485,54848,Microsome membrane; Endoplasmic reticulum membrane,High,56005.97631206858
308,ALDH4A1,P30038,"Delta-1-pyrroline-5-carboxylate dehydrogese, mitochondrial",563,61719,Mitochondrion matrix,High,86394.63373348495
309,ALDH5A1,P51649,"Succite-semialdehyde dehydrogese, mitochondrial",535,57215,Mitochondrion,Medium,38828.191868180664
310,ALDH6A1,Q02252,"Methylmalote-semialdehyde dehydrogese [acylating], mitochondrial",535,57840,Mitochondrion,Medium,41344.4102263726
311,ALDH7A1,P49419,Alpha-aminoadipic semialdehyde dehydrogese,539,58487,"[Isoform 2]: Cytoplasm, cytosol; Nucleus.;[Isoform 1]: Mitochondrion",High,270634.3868693032
312,ALDH8A1,Q9H2A2,2-aminomuconic semialdehyde dehydrogese,487,53401,Cytoplasm,Low,3974.077129606204
313,ALDH9A1,P49189,4-trimethylaminobutyraldehyde dehydrogese,494,53802,"Cytoplasm, cytosol",High,73214.10024157469
314,ALDOA,P04075,Fructose-bisphosphate aldolase A,364,39420,"Cytoplasm, myofibril, sarcomere, I band; Cytoplasm, myofibril, sarcomere, M line",High,2590991.977101723
315,ALDOB,P05062,Fructose-bisphosphate aldolase B,364,39473,"Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",Low,1991.652964868893
316,ALDOC,P09972,Fructose-bisphosphate aldolase C,364,39456,,High,308550.18456541165
317,ALG1,Q9BT22,Chitobiosyldiphosphodolichol beta-mannosyltransferase,464,52518,Endoplasmic reticulum membrane,Low,3936.2257876839535
318,ALG10,Q5BKT4,"Dol-P-Glc:Glc(2)Man(9)Glcc(2)-PP-Dol alpha-1,2-glucosyltransferase",473,55606,Endoplasmic reticulum membrane; Multi-pass membrane protein,Low,1080.5487245884312
319,ALG11,Q2TAA5,"GDP-Man:Man(3)Glcc(2)-PP-Dol alpha-1,2-mannosyltransferase",492,55651,Endoplasmic reticulum; Endoplasmic reticulum membrane,Low,2045.5650116594802
320,ALG12,Q9BV10,"Dol-P-Man:Man(7)Glcc(2)-PP-Dol alpha-1,6-mannosyltransferase",488,54655,Endoplasmic reticulum membrane,Medium,
321,ALG13,Q9NP73,Putative bifunctiol UDP-N-acetylglucosamine transferase and deubiquitise ALG13,1137,126056,[Isoform 2]: Endoplasmic reticulum,Low  ,
322,ALG14,Q96F25,UDP-N-acetylglucosamine transferase subunit ALG14 homolog,216,24151,Endoplasmic reticulum membrane; Nucleus membrane,Medium,
323,ALG2,Q9H553,"Alpha-1,3/1,6-mannosyltransferase ALG2",416,47092,Membrane,Low,2870.623405163325
324,ALG3,Q92685,"Dol-P-Man:Man(5)Glcc(2)-PP-Dol alpha-1,3-mannosyltransferase",438,50126,Endoplasmic reticulum membrane,High,
325,ALG5,Q9Y673,Dolichyl-phosphate beta-glucosyltransferase,324,36946,Endoplasmic reticulum membrane,Low,8989.855824514987
326,ALG6,Q9Y672,"Dolichyl pyrophosphate Man9Glcc2 alpha-1,3-glucosyltransferase",507,58121,Endoplasmic reticulum membrane,Medium,
327,ALG8,Q9BVK2,"Probable dolichyl pyrophosphate Glc1Man9Glcc2 alpha-1,3-glucosyltransferase",526,60088,Endoplasmic reticulum membrane,Medium,
328,ALG9,Q9H6U8,"Alpha-1,2-mannosyltransferase ALG9",611,69863,Endoplasmic reticulum membrane,Low,2440.378176003094
329,ALK,Q9UM73,ALK tyrosine kise receptor,1620,176442,Cell membrane,Very Low,216.04049088843936
330,ALKBH1,Q13686,Nucleic acid dioxygese ALKBH1,389,43832,Nucleus; Mitochondrion,Low  ,971.1804815932003
331,ALKBH2,Q6NS38,D oxidative demethylase ALKBH2,261,29322,"Nucleus; Nucleus, nucleolus; Nucleus, nucleoplasm",Medium,
332,ALKBH3,Q96Q83,Alpha-ketoglutarate-dependent dioxygese alkB homolog 3,286,33375,Nucleus; Cytoplasm,Low  ,
333,ALKBH4,Q9NXW9,Alpha-ketoglutarate-dependent dioxygese alkB homolog 4,302,33838,"Cytoplasm; Nucleus; Nucleus, nucleolus; Midbody",Medium,18033.907469838665
334,ALKBH5,Q6P6C2,R demethylase ALKBH5,394,44256,Nucleus speckle,Low,5374.545762152285
335,ALKBH6,Q3KRA9,Alpha-ketoglutarate-dependent dioxygese alkB homolog 6,238,26483,Cytoplasm; Nucleus,Low  ,
336,ALKBH7,Q9BT30,"Alpha-ketoglutarate-dependent dioxygese alkB homolog 7, mitochondrial",221,24516,Mitochondrion matrix,Medium,
337,ALKBH8,Q96BT7,Alkylated D repair protein alkB homolog 8,664,75208,Cytoplasm; Nucleus,Medium,
338,ALMS1,Q8TCU4,Centrosome-associated protein ALMS1,4168,461062,"Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome",Medium,
339,ALOX12B,O75342,"Arachidote 12-lipoxygese, 12R-type",701,80356,"Cytoplasm; Cytoplasm, perinuclear region",Medium,
340,ALPG,P10696,"Alkaline phosphatase, germ cell type",532,57377,"Cell membrane; Lipid-anchor, GPI-anchor",Very Low,
341,ALPK2,Q86TB3,Alpha-protein kinase 2 (EC 2.7.11.1) (Heart alpha-protein kinase),2170,237013,Basolateral cell membrane,Very Low,
342,ALPK3,Q96L96,Alpha-protein kise 3,1907,201272,Nucleus,Very Low,
343,ALPL,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",524,57305,Cell membrane; Extracellular vesicle membrane; Mitochondrion membrane; Mitochondrion intermembrane space,Low,7805.695687178324
344,ALPP,P05187,"Alkaline phosphatase, placental type",535,57954,"Cell membrane; Lipid-anchor, GPI-anchor",Low  ,
345,ALS2,Q96Q42,Alsin,1657,183634,,Low  ,930.7892412692706
346,ALYREF,Q86V81,THO complex subunit 4,257,26888,Nucleus; Nucleus speckle; Cytoplasm,High,163167.4151713735
347,AMACR,Q9UHK6,Alpha-methylacyl-CoA racemase,382,42387,Peroxisome; Mitochondrion,Medium,
348,AMBRA1,Q9C0C7,Activating molecule in BECN1-regulated autophagy protein 1,1298,142507,"Endoplasmic reticulum; Cytoplasm, cytoskeleton; Cytoplasmic vesicle, autophagosome; Mitochondrion; Cytoplasm, cytosol; Nucleus; Cell junction, focal adhesion",Medium,
